Train Start,Train End,Val R2,Test R2,Validation Cumulative Return,Validation Sharpe Ratio,Test Sharpe,Test Return,Final Val Capital,Final Test Capital,Total Val Profit,Total Test Profit,Average PnL,Average PnL (%)
2006-01-01,2021-12-31,-0.1688831524119354,-0.03939390058136483,1.3008206257050472,0.8227547511389081,-0.41263744639256444,-0.28833700975893706,2300820.6257050475,711662.990241063,1300820.6257050473,-288337.00975893706,-305.7676441509383,-0.03057676441509383
