Train Start,Train End,Val R2,Test R2,Validation Cumulative Return,Validation Sharpe Ratio,Test Sharpe,Test Return,Final Val Capital,Final Test Capital,Total Val Profit,Total Test Profit,Average PnL,Average PnL (%)
2016-01-01,2021-12-31,0.13989700120113968,-0.4209583937775778,9.834963008298663,6.964168765233379,1.3952116081741741,0.7611811911105526,10834963.008298663,1761181.1911105528,9834963.008298663,761181.1911105526,1775.2790296818632,0.17752790296818632
