train_val_start,train_val_end,test_start,test_end,Train R2,Val R2,Test R2,Train RMSE,Val RMSE,Test RMSE,Real Cumulative Return,Real Sharpe Ratio,Final Real Capital,Total Real Profit,Average PnL,Average PnL (%),window,stride,batch_size,shuffle_train_set,lr,epochs,dropout_rate,device
2005-01-01,2020-04-30,2005-01-01,2020-04-30,-0.058733582496643066,-1.066176414489746,0.014796674251556396,0.03532719984650612,0.029043536633253098,0.03720925748348236,0.5255578291270511,0.22424919068338842,1525557.829127051,525557.829127051,476.34966535168894,0.047634966535168896,50,50,64,False,0.001,20,0.2,mps
2005-01-01,2020-04-30,2005-01-01,2020-04-30,-0.07061147689819336,-0.3533891439437866,0.12343275547027588,0.03552481532096863,0.023505911231040955,0.035097863525152206,-0.6879266213905875,-0.6195092106603994,312073.3786094126,-687926.6213905874,-575.627028595212,-0.057562702859521205,50,50,64,False,0.001,20,0.2,mps
