train_val_start,train_val_end,test_start,test_end,Train R2,Val R2,Test R2,Train RMSE,Val RMSE,Test RMSE,Val Return,Val Sharpe,Test Return,Test Sharpe,Final Val Capital,Final Test Capital,Average PnL,Average PnL (%)
1981-12-31,2024-12-31,2025-01-01,2025-05-02,0.005532622337341309,-0.007647991180419922,-0.0028467178344726562,0.029929140582680702,0.018110042437911034,0.028881840407848358,0.14224107492532623,0.4105235629294656,0.0,nan,1142241.0749253263,1000000.0,0.0,0.0
1982-12-31,2024-12-31,2025-01-01,2025-05-02,0.3511126637458801,-10.500542640686035,-17.770465850830078,0.024046923965215683,0.06149079278111458,0.12495254725217819,-0.7700828776563619,-0.6149057898313773,0.18748477650686013,1.1534443118396727,229917.1223436381,1187484.77650686,2511.857999613649,0.2511857999613649
1983-12-31,2024-12-31,2025-01-01,2025-05-02,0.3462001085281372,-4.318479537963867,-5.101661682128906,0.02369774505496025,0.04211857542395592,0.07124126702547073,-0.8834664634617354,-0.9087881961471708,0.18748477650686013,1.1534443118396727,116533.5365382646,1187484.77650686,2511.857999613649,0.2511857999613649
1984-12-31,2024-12-31,2025-01-01,2025-05-02,0.22156161069869995,-7.252748489379883,-17.963380813598633,0.025774594396352768,0.05289645493030548,0.12559300661087036,1.2054924161275458,0.3419012925042724,-0.1578839410963826,-1.1534443118396727,2205492.4161275458,842116.0589036174,-1675.087688983325,-0.1675087688983325
1985-12-31,2024-12-31,2025-01-01,2025-05-02,0.08669757843017578,-2.360903739929199,-3.9168386459350586,0.027871819213032722,0.034065213054418564,0.06395146995782852,-0.8314309387094398,-0.7744631939056135,0.18748477650686013,1.1534443118396727,168569.06129056017,1187484.77650686,2511.857999613649,0.2511857999613649
1986-12-31,2024-12-31,2025-01-01,2025-05-02,0.15834909677505493,-9.393986701965332,-16.060705184936523,0.026798555627465248,0.06047609820961952,0.1191258653998375,-0.6961592042041287,-0.5378814320887009,0.18748477650686013,1.1534443118396727,303840.7957958713,1187484.77650686,2511.857999613649,0.2511857999613649
1987-12-31,2024-12-31,2025-01-01,2025-05-02,0.16376501321792603,-6.2427520751953125,-12.45970344543457,0.026151122525334358,0.050858139991760254,0.10580966621637344,-0.5772531135724416,-0.4274753560009899,0.18748477650686013,1.1534443118396727,422746.8864275584,1187484.77650686,2511.857999613649,0.2511857999613649
1988-12-31,2024-12-31,2025-01-01,2025-05-02,0.31842172145843506,-7.300408363342285,-11.934042930603027,0.02372572384774685,0.05495693162083626,0.10372291505336761,-0.8098329982602979,-0.8135489115409623,0.18748477650686013,1.1534443118396727,190167.0017397022,1187484.77650686,2511.857999613649,0.2511857999613649
1989-12-31,2024-12-31,2025-01-01,2025-05-02,0.31896525621414185,-0.004189848899841309,-0.0034350156784057617,0.02382764033973217,0.019281253218650818,0.02889030985534191,0.25618483048568264,0.6484900747310167,0.0,nan,1256184.8304856827,1000000.0,0.0,0.0
1990-12-31,2024-12-31,2025-01-01,2025-05-02,0.45600754022598267,-2.276491165161133,-5.415916442871094,0.021281665191054344,0.03499813750386238,0.07305280864238739,-0.6041691824541473,-0.4783979096897419,0.18748477650686013,1.1534443118396727,395830.81754585274,1187484.77650686,2511.857999613649,0.2511857999613649
1991-12-31,2024-12-31,2025-01-01,2025-05-02,0.4061949849128723,-0.00022923946380615234,-0.005516767501831055,0.02216043695807457,0.01940274052321911,0.028920263051986694,0.3828992166455538,0.703458196979675,0.0,nan,1382899.2166455537,1000000.0,0.0,0.0
1992-12-31,2024-12-31,2025-01-01,2025-05-02,0.20205426216125488,-0.0006883144378662109,-0.01527857780456543,0.02580501325428486,0.019594185054302216,0.029060306027531624,3.665423017379272,0.7743343376247424,-0.1578839410963826,-1.1534443118396727,4665423.017379272,842116.0589036174,-1675.087688983325,-0.1675087688983325
1993-12-31,2024-12-31,2025-01-01,2025-05-02,0.40743547677993774,-0.3193148374557495,-0.414456844329834,0.022050555795431137,0.02266344241797924,0.034300655126571655,-0.4772166257413043,-0.3670068790326937,0.18748477650686013,1.1534443118396727,522783.3742586957,1187484.77650686,2511.857999613649,0.2511857999613649
1994-12-31,2024-12-31,2025-01-01,2025-05-02,0.28779137134552,-0.5884790420532227,-0.4596470594406128,0.02422177605330944,0.02448507770895958,0.034844279289245605,-0.7624125371827692,-0.7845191853130864,0.18748477650686013,1.1534443118396727,237587.46281723073,1187484.77650686,2511.857999613649,0.2511857999613649
1995-12-31,2024-12-31,2025-01-01,2025-05-02,0.44123023748397827,-0.04594910144805908,-0.04826807975769043,0.021490659564733505,0.019779274240136147,0.02952866069972515,0.8650147441574987,0.39312852560053324,0.19811742084451645,1.2136203162844494,1865014.7441574987,1198117.4208445165,2620.5921436725944,0.26205921436725943
1996-12-31,2024-12-31,2025-01-01,2025-05-02,0.370805561542511,-2.1302099227905273,-3.1598668098449707,0.022635353729128838,0.03435629606246948,0.05882301926612854,-0.28638685912037964,-0.19857900901635603,0.18748477650686013,1.1534443118396727,713613.1408796203,1187484.77650686,2511.857999613649,0.2511857999613649
1997-12-31,2024-12-31,2025-01-01,2025-05-02,0.3991060256958008,-0.3087822198867798,-0.27021241188049316,0.02157706767320633,0.022371383383870125,0.032504670321941376,-0.7233735738025292,-0.8047001722828052,0.18748477650686013,1.1534443118396727,276626.42619747075,1187484.77650686,2511.857999613649,0.2511857999613649
1998-12-31,2024-12-31,2025-01-01,2025-05-02,0.4852573275566101,-0.0010297298431396484,-0.0075223445892333984,0.019474558532238007,0.019685104489326477,0.028949091210961342,-0.008519316427840429,-0.10200899910321444,0.0,nan,991480.6835721596,1000000.0,0.0,0.0
1999-12-31,2024-12-31,2025-01-01,2025-05-02,0.17409241199493408,-0.11405515670776367,-0.12153029441833496,0.024027686566114426,0.02104734256863594,0.030543098226189613,-0.34363371442998614,-0.28572371364418736,0.18748477650686013,1.1534443118396727,656366.2855700138,1187484.77650686,2511.857999613649,0.2511857999613649
2000-12-31,2024-12-31,2025-01-01,2025-05-02,0.14551055431365967,-0.005250453948974609,-0.021845340728759766,0.021316561847925186,0.01856539398431778,0.029154134914278984,0.011250093494403757,0.035605825215350675,0.26355161487822154,2.4386688314972194,1011250.0934944038,1263551.6148782214,3032.4479993141927,0.3032447999314193
2001-12-31,2024-12-31,2025-01-01,2025-05-02,0.22111141681671143,-0.01901984214782715,-0.06543219089508057,0.019367681816220284,0.01806461066007614,0.029769428074359894,3.545165246783914,1.2782757635090611,0.0799286943913422,0.6504383960990651,4545165.246783914,1079928.694391342,1202.9954719737952,0.12029954719737952
2002-12-31,2024-12-31,2025-01-01,2025-05-02,0.2799537777900696,-0.26011502742767334,-0.44004523754119873,0.018103668466210365,0.019793599843978882,0.03460952639579773,1.2873612070211515,0.685231023209178,-0.24454012559667593,-1.8910335367536124,2287361.2070211517,755459.8744033241,-2999.705390932407,-0.29997053909324073
2003-12-31,2024-12-31,2025-01-01,2025-05-02,0.06625169515609741,-0.04794013500213623,-0.08852243423461914,0.020602388307452202,0.017338979989290237,0.03009028360247612,0.49160978099352715,0.4137978715172908,0.23618583736254162,1.425381594048192,1491609.7809935273,1236185.8373625416,3001.9535079875036,0.30019535079875037
2004-12-31,2024-12-31,2025-01-01,2025-05-02,-0.020758867263793945,-0.067352294921875,-0.10341084003448486,0.02126576565206051,0.01729503460228443,0.030295366421341896,-0.0706867181040376,-0.08362486088774931,0.38344900514194613,2.2388016778516793,929313.2818959624,1383449.005141946,4369.327914735987,0.43693279147359876
2005-12-31,2024-12-31,2025-01-01,2025-05-02,0.15389186143875122,-0.008900880813598633,-0.02279341220855713,0.019137436524033546,0.016522563993930817,0.02916765585541725,0.9666909452763965,0.682037374943835,-0.1578839410963826,-1.1534443118396727,1966690.9452763966,842116.0589036174,-1675.087688983325,-0.1675087688983325
2006-12-31,2024-12-31,2025-01-01,2025-05-02,0.22217750549316406,-0.0006847381591796875,-0.018755078315734863,0.018085312098264694,0.016523269936442375,0.02911001816391945,-0.045083974929770676,-0.2136883132233867,-0.03306162539877233,-1.203685659961508,954916.0250702293,966938.3746012277,-395.4008894946781,-0.039540088949467804
2007-12-31,2024-12-31,2025-01-01,2025-05-02,0.23184609413146973,-0.027994275093078613,-0.014705777168273926,0.017652666196227074,0.016994955018162727,0.02905210666358471,0.5714156829849193,0.5054221517951765,-0.009308436158404043,-0.07503051792962358,1571415.6829849193,990691.563841596,181.2252418601184,0.01812252418601184
2008-12-31,2024-12-31,2025-01-01,2025-05-02,0.2372305989265442,-0.07899796962738037,-0.012666702270507812,0.015749037265777588,0.01763818971812725,0.029022904112935066,-0.48296001377353903,-0.7837267879073334,0.18748477650686013,1.1534443118396727,517039.98622646095,1187484.77650686,2511.857999613649,0.2511857999613649
2009-12-31,2024-12-31,2025-01-01,2025-05-02,0.17727655172348022,-0.0022851228713989258,-0.005808472633361816,0.01604965515434742,0.017063191160559654,0.028924457728862762,0.1418132745994254,0.24991531656225444,0.15084482173715208,1.437831583532778,1141813.2745994255,1150844.821737152,1896.7731793707587,0.18967731793707587
2010-12-31,2024-12-31,2025-01-01,2025-05-02,-0.33045876026153564,-0.4382503032684326,-0.07527816295623779,0.020532777532935143,0.02025112323462963,0.02990666590631008,0.6189749967379283,0.6424509019961002,-0.1578839410963826,-1.1534443118396727,1618974.9967379284,842116.0589036174,-1675.087688983325,-0.1675087688983325
2011-12-31,2024-12-31,2025-01-01,2025-05-02,0.23678547143936157,-0.024089813232421875,-0.0017188787460327148,0.015795260667800903,0.016316959634423256,0.028865594416856766,0.4265984481975551,0.5788567278701487,0.3434475277400948,2.424782166419389,1426598.448197555,1343447.5277400948,3888.544358330441,0.3888544358330441
2012-12-31,2024-12-31,2025-01-01,2025-05-02,0.10389065742492676,-0.030040383338928223,-0.014450907707214355,0.017138458788394928,0.01588495634496212,0.029048457741737366,0.48087010316615175,0.6642884896896554,-0.1527829051495695,-1.2227510969002096,1480870.1031661518,847217.0948504305,-1672.1575271764727,-0.16721575271764727
2013-12-31,2024-12-31,2025-01-01,2025-05-02,-0.02413773536682129,-0.08537912368774414,-0.012696385383605957,0.01838528923690319,0.0156964510679245,0.02902332879602909,-0.29070665496015624,-0.6903005504612569,0.22702587394682405,1.3807062639636432,709293.3450398438,1227025.873946824,2907.8235620834903,0.290782356208349
2014-12-31,2024-12-31,2025-01-01,2025-05-02,0.04977506399154663,-0.026746273040771484,0.006247460842132568,0.018404150381684303,0.013711844570934772,0.02875058725476265,0.6722141492807159,1.2494087611430043,0.1715519557025844,1.1132928989175137,1672214.1492807157,1171551.9557025845,2309.8218227997877,0.23098218227997877
2015-12-31,2024-12-31,2025-01-01,2025-05-02,0.1344679594039917,-0.005052328109741211,-0.01531517505645752,0.017743270844221115,0.013263010419905186,0.029060831293463707,0.07177968358186826,0.46240922872477186,-0.20783996016999307,-1.779580728815161,1071779.6835818682,792160.0398300069,-2513.6245721269993,-0.25136245721269995
2016-12-31,2024-12-31,2025-01-01,2025-05-02,0.3375968933105469,-0.004640936851501465,-0.007290244102478027,0.015872664749622345,0.013370662927627563,0.02894575521349907,0.16918950990419823,0.5899290363493785,0.23257465432009217,1.8950976276186733,1169189.5099041983,1232574.6543200922,2787.878629303013,0.27878786293030133
