Train Start,Train End,Val R2,Test R2,Validation Cumulative Return,Validation Sharpe Ratio,Test Sharpe,Test Return,Final Val Capital,Final Test Capital,Total Val Profit,Total Test Profit,Average PnL,Average PnL (%)
2013-01-01,2021-12-31,-0.015631266898776364,0.07632220408727775,7.893220620051039,7.1244412336241565,6.113375616572851,2.0690416104519285,8893220.62005104,3069041.6104519283,7893220.620051039,2069041.6104519286,4563.686032185299,0.45636860321852996
