Train Start,Train End,Val R2,Test R2,Validation Cumulative Return,Validation Sharpe Ratio,Test Sharpe,Test Return,Final Val Capital,Final Test Capital,Total Val Profit,Total Test Profit,Average PnL,Average PnL (%)
1995-01-01,2021-12-31,0.35193187376746127,0.18967496654319682,15.5841896406085,9.317408203201522,6.953378596864019,2.5596773786960494,16584189.6406085,3559677.3786960496,15584189.6406085,2559677.3786960496,5159.177837795736,0.5159177837795736
