Date,Adj Close,Close,High,Low,Open,Volume
2015-11-10,25.001523971557617,27.572139739990234,27.572139739990234,26.069652557373047,26.069652557373047,1105
2015-11-11,25.001523971557617,27.572139739990234,27.572139739990234,27.572139739990234,27.572139739990234,0
2015-11-12,25.001523971557617,27.572139739990234,27.572139739990234,27.572139739990234,27.572139739990234,0
2015-11-13,25.001523971557617,27.572139739990234,27.572139739990234,27.572139739990234,27.572139739990234,0
2015-11-16,24.180471420288086,26.666667938232422,26.666667938232422,26.666667938232422,26.666667938232422,301
2015-11-17,24.180471420288086,26.666667938232422,26.666667938232422,26.666667938232422,26.666667938232422,0
2015-11-18,24.180471420288086,26.666667938232422,26.666667938232422,26.666667938232422,26.666667938232422,0
2015-11-19,25.26317596435547,27.86069679260254,27.86069679260254,27.86069679260254,27.86069679260254,1005
2015-11-20,25.26317596435547,27.86069679260254,27.86069679260254,27.86069679260254,27.86069679260254,0
2015-11-23,25.26317596435547,27.86069679260254,27.86069679260254,27.86069679260254,27.86069679260254,0
2015-11-24,25.26317596435547,27.86069679260254,27.86069679260254,27.86069679260254,27.86069679260254,0
2015-11-25,27.275205612182617,30.079601287841797,30.079601287841797,29.1641788482666,29.1641788482666,301
2015-11-27,27.275205612182617,30.079601287841797,30.079601287841797,30.079601287841797,30.079601287841797,0
2015-11-30,27.275205612182617,30.079601287841797,30.079601287841797,30.079601287841797,30.079601287841797,0
2015-12-01,29.954906463623047,33.03482437133789,33.89054870605469,29.353233337402344,29.353233337402344,24723
2015-12-02,31.7684383392334,35.03482437133789,35.353233337402344,33.164180755615234,33.164180755615234,35275
2015-12-03,30.59551239013672,33.741294860839844,36.3283576965332,33.70149230957031,36.3283576965332,9346
2015-12-04,30.667695999145508,33.82089614868164,34.31840896606445,33.73134231567383,33.73134231567383,7638
2015-12-07,31.10979461669922,34.30845642089844,34.57711410522461,33.572139739990234,33.572139739990234,20301
2015-12-08,29.783479690551758,32.84577178955078,35.03482437133789,32.835819244384766,34.258705139160156,9748
2015-12-09,28.96242904663086,31.940298080444336,32.258705139160156,31.840795516967773,32.09950256347656,12562
2015-12-10,28.159421920776367,31.054725646972656,31.711442947387695,30.84577178955078,31.711442947387695,15376
2015-12-11,27.139869689941406,29.930347442626953,30.7562198638916,29.60198974609375,29.60198974609375,30552
2015-12-14,25.50678825378418,28.129352569580078,30.338308334350586,27.91044807434082,29.850746154785156,75174
2015-12-15,26.165433883666992,28.85572052001953,29.751243591308594,28.85572052001953,28.865671157836914,23718
2015-12-16,27.11280059814453,29.900497436523438,30.126367568969727,28.915422439575195,28.915422439575195,15477
2015-12-17,27.753398895263672,30.606964111328125,31.25373077392578,30.328357696533203,31.044776916503906,33165
2015-12-18,27.581974029541016,30.417909622192383,30.875621795654297,30.22885513305664,30.62686538696289,44421
2015-12-21,28.042125701904297,30.925373077392578,31.565174102783203,30.407960891723633,30.45771026611328,12361
2015-12-22,28.204532623291016,31.10447883605957,31.69154167175293,30.84577178955078,30.945274353027344,12261
2015-12-23,27.428592681884766,30.248756408691406,30.93532371520996,30.069652557373047,30.432836532592773,8241
2015-12-24,27.572952270507812,30.407960891723633,30.557214736938477,29.751243591308594,29.751243591308594,3618
2015-12-28,27.28423309326172,30.08955192565918,30.80596923828125,29.9601993560791,30.189054489135742,5125
2015-12-29,27.518815994262695,30.34825897216797,30.602985382080078,29.9601993560791,29.9601993560791,5527
2015-12-30,27.518815994262695,30.34825897216797,31.034826278686523,29.323383331298828,30.30547332763672,15778
2015-12-31,27.518815994262695,30.34825897216797,30.784080505371094,29.343284606933594,29.86069679260254,17386
2016-01-04,26.580469131469727,29.313432693481445,29.850746154785156,28.965173721313477,29.840795516967773,10251
2016-01-05,27.15791130065918,29.95024871826172,30.237810134887695,29.553234100341797,30.08955192565918,36883
2016-01-06,27.076711654663086,29.86069679260254,30.059701919555664,29.074626922607422,29.671642303466797,8342
2016-01-07,26.82407569885254,29.582090377807617,29.97512435913086,29.15422821044922,29.432836532592773,30150
2016-01-08,26.787988662719727,29.54228973388672,30.248756408691406,28.965173721313477,29.671642303466797,27939
2016-01-11,26.499267578125,29.223880767822266,29.6776123046875,28.955223083496094,29.6776123046875,12864
2016-01-12,26.95941925048828,29.731342315673828,29.91044807434082,29.28358268737793,29.28358268737793,14070
2016-01-13,25.939868927001953,28.606964111328125,30.199005126953125,27.9601993560791,29.731342315673828,18592
