Date,Adj Close,Close,High,Low,Open,Volume
2020-09-14,9.710000038146973,9.710000038146973,9.800000190734863,9.710000038146973,9.800000190734863,7400
2020-09-15,9.699999809265137,9.699999809265137,9.84000015258789,9.699999809265137,9.800000190734863,511600
2020-09-16,9.800000190734863,9.800000190734863,9.800000190734863,9.699999809265137,9.699999809265137,471100
2020-09-17,9.779999732971191,9.779999732971191,9.800000190734863,9.770000457763672,9.800000190734863,463000
2020-09-18,9.760000228881836,9.760000228881836,10.0,9.755000114440918,9.8100004196167,1154700
2020-09-21,9.779999732971191,9.779999732971191,9.850000381469727,9.739999771118164,9.779999732971191,559000
2020-09-22,9.819999694824219,9.819999694824219,9.850000381469727,9.75,9.75,31500
2020-09-23,9.75,9.75,9.83899974822998,9.729999542236328,9.75,40700
2020-09-24,9.755000114440918,9.755000114440918,9.824999809265137,9.739999771118164,9.75,235300
2020-09-25,9.729999542236328,9.729999542236328,9.789999961853027,9.729999542236328,9.75,2100
2020-09-28,9.829999923706055,9.829999923706055,9.829999923706055,9.760000228881836,9.800000190734863,1700
2020-09-29,9.800000190734863,9.800000190734863,9.800000190734863,9.75,9.75,67300
2020-09-30,9.729999542236328,9.729999542236328,9.829999923706055,9.699999809265137,9.829999923706055,35100
2020-10-01,9.789999961853027,9.789999961853027,9.850000381469727,9.729999542236328,9.800000190734863,211800
2020-10-02,9.770000457763672,9.770000457763672,9.770000457763672,9.710000038146973,9.710000038146973,212800
2020-10-05,9.75,9.75,9.84000015258789,9.729999542236328,9.84000015258789,11600
2020-10-06,9.729999542236328,9.729999542236328,9.739999771118164,9.729999542236328,9.739999771118164,500
2020-10-07,9.710000038146973,9.710000038146973,9.760000228881836,9.710000038146973,9.760000228881836,11300
2020-10-08,9.78499984741211,9.78499984741211,9.78499984741211,9.710000038146973,9.710000038146973,5000
2020-10-09,9.75,9.75,9.788000106811523,9.75,9.75100040435791,2500
2020-10-12,9.699999809265137,9.699999809265137,9.75,9.6899995803833,9.75,19500
2020-10-13,9.699999809265137,9.699999809265137,9.720000267028809,9.699999809265137,9.699999809265137,53400
2020-10-14,9.734999656677246,9.734999656677246,9.75,9.72700023651123,9.75,344000
2020-10-15,9.739999771118164,9.739999771118164,9.739999771118164,9.710000038146973,9.710000038146973,1100
2020-10-16,9.6899995803833,9.6899995803833,9.6899995803833,9.6899995803833,9.6899995803833,200
2020-10-19,9.75,9.75,9.75,9.720000267028809,9.75,9200
2020-10-20,9.75,9.75,9.75,9.75,9.75,1000
2020-10-21,9.720000267028809,9.720000267028809,9.75,9.699999809265137,9.75,127600
2020-10-22,9.710000038146973,9.710000038146973,9.710000038146973,9.710000038146973,9.710000038146973,2700
2020-10-23,9.710000038146973,9.710000038146973,9.75,9.710000038146973,9.713000297546387,1100
2020-10-26,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,3600
2020-10-27,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,0
2020-10-28,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,100
2020-10-29,9.729999542236328,9.729999542236328,9.75,9.729999542236328,9.734999656677246,343200
2020-10-30,9.699999809265137,9.699999809265137,9.734999656677246,9.699999809265137,9.720000267028809,1700
2020-11-02,9.699999809265137,9.699999809265137,9.75,9.699999809265137,9.75,43800
2020-11-03,9.699999809265137,9.699999809265137,9.725000381469727,9.699999809265137,9.699999809265137,35800
2020-11-04,9.770000457763672,9.770000457763672,9.770000457763672,9.699999809265137,9.699999809265137,1900
2020-11-05,9.75,9.75,9.75,9.699999809265137,9.699999809265137,203700
2020-11-06,9.75,9.75,9.75,9.729999542236328,9.75,224300
2020-11-09,9.739999771118164,9.739999771118164,9.75,9.720000267028809,9.75,106300
2020-11-10,9.795000076293945,9.795000076293945,9.829999923706055,9.760000228881836,9.77400016784668,10700
2020-11-11,9.729999542236328,9.729999542236328,9.8100004196167,9.729999542236328,9.789999961853027,228000
2020-11-12,9.75,9.75,9.819999694824219,9.6899995803833,9.819999694824219,653900
2020-11-13,9.829999923706055,9.829999923706055,9.829999923706055,9.75,9.75,165600
2020-11-16,9.739999771118164,9.739999771118164,9.829999923706055,9.699999809265137,9.760000228881836,29600
2020-11-17,9.770000457763672,9.770000457763672,9.800000190734863,9.722000122070312,9.767999649047852,14400
2020-11-18,9.779999732971191,9.779999732971191,9.800000190734863,9.75,9.800000190734863,515600
2020-11-19,9.760000228881836,9.760000228881836,9.760000228881836,9.699999809265137,9.75,23500
2020-11-20,9.779999732971191,9.779999732971191,9.779999732971191,9.680000305175781,9.720000267028809,49300
2020-11-23,9.899999618530273,9.899999618530273,9.899999618530273,9.74899959564209,9.74899959564209,24600
2020-11-24,9.779999732971191,9.779999732971191,9.899999618530273,9.75,9.789999961853027,25500
2020-11-25,9.880000114440918,9.880000114440918,9.880000114440918,9.734999656677246,9.760000228881836,29100
2020-11-27,9.880000114440918,9.880000114440918,9.918000221252441,9.880000114440918,9.885000228881836,17600
2020-11-30,9.779999732971191,9.779999732971191,9.930000305175781,9.720000267028809,9.899999618530273,18700
2020-12-01,9.850000381469727,9.850000381469727,9.869999885559082,9.734999656677246,9.789999961853027,19900
2020-12-02,9.880000114440918,9.880000114440918,9.880000114440918,9.75,9.75,20700
2020-12-03,9.869999885559082,9.869999885559082,9.880000114440918,9.675000190734863,9.75,202900
2020-12-04,9.930000305175781,9.930000305175781,9.930000305175781,9.829999923706055,9.880000114440918,5600
2020-12-07,9.920000076293945,9.920000076293945,9.960000038146973,9.850000381469727,9.9399995803833,27800
2020-12-08,9.899999618530273,9.899999618530273,9.949999809265137,9.859999656677246,9.9399995803833,19500
2020-12-09,9.819999694824219,9.819999694824219,9.989999771118164,9.819999694824219,9.960000038146973,20800
2020-12-10,9.850000381469727,9.850000381469727,9.989999771118164,9.829999923706055,9.890000343322754,16200
2020-12-11,9.930000305175781,9.930000305175781,10.039999961853027,9.90999984741211,9.930000305175781,36200
2020-12-14,9.949999809265137,9.949999809265137,10.050000190734863,9.930000305175781,9.960000038146973,46500
